,user,red_wine,white_wine,sparkling_wine,rosé_wine,content
140,TheChoppingBloc,0,0,1,0,We’ve created a stunning hands-on class that brings together the festivities of sparkling wine combined with fresh and seasonal cocktails. Join us for Sparkling Fall Cocktails on Friday 11/18 at 6pm at Lincoln Square. Sign up now; https://t.co/a7yeaDh9so https://t.co/9DEgUVXwJn
141,conserv1951,0,0,1,0,@RebeccaWarnefo3 @JanSummersalt @w_terrence Ban beer and sparkling wine. Both release CO2. Save the planet. https://t.co/t70XNjjPv9
142,AriShaun2,0,0,1,0,"Schmecke 12 Bottle #Compressor Wine Cooler #Refrigerator w/Lock | Large Freestanding Wine Cellar | 41f-64f Digital Temperature Control Wine #Fridge For Red, White, Champagne or Sparkling Wine - Black https://t.co/llaclePl88 https://t.co/gFWUdGiU1c"
143,GyledC,0,0,0,0,@NicoleBeckwith This is a great idea! I'll hand out mini-bottles of wine too with small wedges of cheese. For those who are abstaining: bottles of lime-infused sparkling water &amp; cheese.
144,MaxPsyches,0,0,1,0,@SyrenQueen I find it’s best with some fauva beans and some white sparkling wine.
145,Beninatourney,0,0,0,0,"@Earth_Updates Make sure you guys fix the labeling on wine. I keep seeing ""Sparkling Wine"" instead of champaign"
146,haydenorpheum,0,0,1,0,TÀR Special Event Screening with Cate Blanchett Q&amp;A live on stage! Sunday November 13. All tickets include a glass of sparkling wine on arrival. “Blanchett gives a colossal tour-de-force performance…” – Associated Press. BOOK NOW! Tickets: https://t.co/SPIsjebLdb https://t.co/lT4tCuRoYH
147,spirits_viking,0,0,1,0,"Happy Halloween from us 🎃 
We’re celebrating with this duo of Sparkling Wine from Sweden
.
.
.
#vikingspirits #sparklingwine #winelover #scandinavia #hallowine #swedishwine https://t.co/3xmQSOxM8x"
148,RozellaSchambe1,0,0,0,0,"Sutter Home Fre Sparkling Brut Non-Alcoholic Champagne Experience Bundle with Ice Packs, Corkscrew, Pop Socket, Seasonal Wine JUVTZQY

https://t.co/3gY2ArA6ky https://t.co/bQdrPecIp3"
149,wisegrey0wl,0,0,1,0,"Through the lens: the Champagne region: A photographic essay Brian Kegels, Non-Fiction #IARTG #WiseGreyOwl https://t.co/XFqOuYjYR6. Champagne. Many think instantly about the sparkling wine. Champagne is a geographical region in the  ... https://t.co/PONexcoSpb"
150,shenthesag,0,0,1,0,My very Christian mother who doesn’t drink and will maybe have a glass of wine at Christmas or something only just finished the ENTIRE bottle of sparkling wine I bought from Germany in less than a week
151,Kimberlinwine,0,0,1,0,"Better than candy on Halloween... a bottle of Fiendishly good Brazilian Traditional Method Fizz, from @CaveGeisse is all you need. A blend of classic champagne varieties make this spooktacular sparkling wine. Available from @GoBrazilWines https://t.co/7j0VNOhQu7"
152,DFrontlineRadio,0,0,0,0,Sparkling Diamond (Debra Francis) - Roll 'N' Wine (KaiSolsa Riddim)
153,Pink_Granny,0,0,1,0,"U.V. St. Julian Brut Champagne

🛒 &gt;&gt;&gt; https://t.co/DE7z6ir3eK

Delicious 3.7 star wine from Michigan. A Sparkling Wine with 36 ratings from the Vivino community.

#AD #wine #redwine #whitewine #whisky https://t.co/H0BEiofJ3G"
154,DavidMMorton0,0,0,0,0,And we’re off with a sparkling rose at the wine society!  👍🍷. Cold and dark tonight so a good excuse!  😊 #IWAS https://t.co/EVb3hub2x3
155,CharlesRoseWine,0,0,0,0,"#Sparkling #PinotGrigio #Rose #wine! Notes of tropical fruits &amp; light bubbles.

Buy online: https://t.co/hejDA0hmNP https://t.co/YQf3j4oZ1X"
156,robinsnewswire,0,0,1,0,"""#Newswire: Voluspa and Domaine Carneros by Taittinger welcome the holiday season with the Sparkling Cuvée Candle and Sparkling Wine duo #News"": https://t.co/yAuR92iqaq"
157,kaeyaquotes,0,0,1,0,Sparkling wine is a specialty of Mondstadt. Mix it with three parts Dandelion Wine and the bitterness disappears completely. This concoction is known as Death After Noon. Delectable.
158,majesticwar,0,0,0,0,"Explore our range of savings on Champagne &amp; sparkling at Majestic Wine - Shop for special offers from the UK's biggest and best wine specialist.
https://t.co/OeitKgfmQQ"
159,AriShaun2,0,0,1,0,"SCHMECKE 18 Bottle #Compressor Wine Cooler #Refrigerator w/Lock - Large Freestanding Wine Cellar - 41f-64f Digital Temperature Control Wine #Fridge For Red, White, Champagne or Sparkling Wine - Black https://t.co/MJpvXyFMtO https://t.co/CYeZtWIgbw"
160,PressRelease_cc,0,0,1,0,Voluspa and Domaine Carneros by Taittinger welcome the holiday season with the Sparkling Cuvée Candle and Sparkling Wine duo https://t.co/W6KDSjfDAv
161,HeadlinesOT,0,0,1,0,Voluspa and Domaine Carneros by Taittinger welcome the holiday season with the Sparkling Cuvée Candle and Sparkling Wine duo https://t.co/TcexnfyB5f
162,DailyKaeya,0,0,1,0,Sparkling wine is a specialty of Mondstadt. Mix it with three parts Dandelion wine and the bitterness disappears completely. This concoction is known as 'Death after Noon.' Delectable.
163,NEOTROPE,0,0,1,0,"Voluspa and Domaine Carneros by Taittinger welcome the holiday season with the Sparkling Cuvée Candle and Sparkling Wine duo https://t.co/eMP7AtGHZr @domainecarneros @send2press #napawines @sfchronicle @abc7newsbayarea @SFist @kron4news @KPIXtv
@SFBusinessTimes"
164,SEND2PRESS,0,0,1,0,Voluspa and Domaine Carneros by Taittinger welcome the holiday season with the Sparkling Cuvée Candle and Sparkling Wine duo https://t.co/W8DVMcfZkG @send2press @voluspacandles @domainecarneros @Decanter @WineSpectator @WineEnthusiast @WineBusiness https://t.co/5xkP1eihf0
165,ChapelDownWines,0,0,1,0,Chapel Down Brut NV is an ideal pairing for Thai cuisine. We are proud to be the first English sparkling wine to be served in @GigglingSquid restaurants nationwide. 🥂 https://t.co/71tyTHiu7l
166,Local913,0,0,0,0,"“140 tasters with a range of wine expertise were asked to rate a pour. After hearing the sound of a cork popping, their quality ratings went up 15% and their celebratory ratings rose 20%—even though they were drinking the exact same sparkling.” https://t.co/byUpw0LvtJ"
167,LynneThunderclo,0,0,1,0,"@SamanthaSLK1 Handing out thousands of dollars worth of candy (my neighborhood gets a lot of traffic) and then drinking some $10 sparkling wine. After buying all that candy, who can afford Champagne?"
168,AldiUSA,0,0,1,0,"@LauraShezBar We hate to give bad news, but unfortunately our sparkling wine calendar is not making a comeback this year. However, our wine calendar is headed to stores 11/2."
169,SeattleMet,0,0,0,0,"In which we make prestigious sommeliers say things like ""Whether you’re in the Twizzlers camp or Red Vines, either would work happily with a sparkling beaujolais."" https://t.co/eGoHvWTc32"
170,StuartAllenTSPC,0,0,0,0,@SpringForwardLS @ParentsVoiceWor @ormerodrutter Definitely! Or even a glass of English Sparkling Wine! 🥂🍾 😊 #WorcestershireHour
171,tribunusplebiss,1,0,0,0,"He had a jamón party tho, we bought a Jamon serrano leg, drank some good red wine and finished the night sabering sparkling wines 🍖🍷🗡️🍾"
172,EdwinsCLE,0,0,1,0,"Tomorrow marks our 9 year anniversary. 

Come celebrate with a 3-course dinner and a complementary glass of sparkling wine. 🥂

#Anniversary #Cleveland #ReEntryProgram #FrenchRestaurant #EDWINS https://t.co/BDgAmFKftl"
173,ninarstepanov,0,0,1,0,"""the country’s fastest growing sparkling wine company""

😍 go get em @ZachPelka &amp; @jenpelka  https://t.co/UmILRjumAm"
174,windaccompanied,0,0,0,0,"⠀⠀
of  wine﹖ or  perhaps  a  fruity٫  sparkling  juice﹖ 
⠀⠀"
175,kateben2397,0,0,1,0,Pls my sparkling wine was free on my flight hell yeah 🥳
176,NatDecantsWine,0,0,0,0,".@honeywines just posted Meadow Vista Honey Wines Stinger Vanilla Peach Bellini Sparkling Mead review, rating, recipe &gt; https://t.co/ZgJGy5pfRe #winetasting #wine"
177,CharEnjoyFood,0,0,1,0,Mario is enjoying a glass of Hatsune Miku's 10th Anniversary sparkling wine. https://t.co/43vOT5xwGp
178,ComEd128,0,0,1,0,Introduction to Champagne and Sparkling Wine https://t.co/4BFtPd9vBf
179,timhayward,0,0,1,0,@edcumming It’s only ‘bubbles’ of it comes from the Bubbles region of Kent otherwise it’s just sparkling wine. Fizz is from Aldi.
180,edcumming,0,0,1,0,Only the deranged English class system would come up with not one but two words - 'fizz' and 'bubbles' - to facilitate deceit about the quality of sparkling wine on offer
181,Sanjeev_Varma,0,0,1,0,"@AnExpatWife @AmericanAir Not only that…when they do have it…it’s sparkling wine NOT champagne, even though they call it champagne!"
182,FadeFu,0,0,0,0,@Bellarossixxx I feel that you should know I'm a sparkling dessert wine. 😜
183,_iwach4n,0,0,0,0,just had a sparkling grape drink at work and almost spat it out thinking it was wine bc it tasted so nasty 😭😭😭😭
184,infonewskelowna,0,0,1,0,Nighthawk Vineyards' new sparkling wine years in the making #OkanaganFalls https://t.co/318skrOP3K https://t.co/JDnnpn1ofD
185,InfoNewsPentict,0,0,1,0,Nighthawk Vineyards' new sparkling wine years in the making #OkanaganFalls https://t.co/cJ7zFzJkJ3 https://t.co/BMHIoIwtUd
186,infonewsvernon,0,0,1,0,Nighthawk Vineyards' new sparkling wine years in the making #OkanaganFalls https://t.co/baYIgqDbZ7 https://t.co/gXsaZPIxsk
187,InfoNewsKam,0,0,1,0,Nighthawk Vineyards' new sparkling wine years in the making #OkanaganFalls https://t.co/Y1Efdo7bNn https://t.co/pbTqokqf4J
188,SearcysGherkin,0,0,1,0,"Autumnal afternoons in the sky 🍁🥂 

Join us at The Gherkin for our Signature Afternoon Tea perfectly paired with a glass of Searcys Champagne or English Sparkling wine 🥂✨ Click here to make a reservation https://t.co/Pn3M2WlUyH

📸 @rrstreetstyle https://t.co/SgpZ888kLj"
189,Callme_mrgreen,0,0,1,0,Sparkling wine me please.
190,dietrich15dmm,0,0,0,0,"Wyeast 4021 Dry White/Sparkling Wine Yeast (Formerly named Pasteur Champagne) YTOT7ZL

https://t.co/9GLXZkQWQx https://t.co/sYcRrPpwuv"
191,Winehouseportu1,0,1,0,0,"This Sparkling white wine was made with Bical, Maria Gomes, Arinto and Chardonnay grape varietieshttps://winehouseportugal.com/sparkling/6247-caves-sao-joao-reserva-meio-seco-2016-sparkling-white-wine-convincing-avant-gardism-and-tradition-caves-sao-joao-began-the-creat-560183121 https://t.co/8Q6ZjhCMCx"
192,nonnabox,0,0,1,0,"Lambrusco Wine

Lambrusco is a red sparkling wine that is hugely popular for its drink-ability and incredible variety. In 2020, more than 160 million bottles were produced and shipped all over the world for eager consumers to enjoy. Keep reading to …
https://t.co/0dK0h2P7Vv"
193,TenzinMiyu,0,1,1,0,"🇯🇵In the process of making wine that his beloved wife likes, the white wine that happened to be purple color. Sparkling wine and light blue wine are also on sale.🥂 https://t.co/yGXs2AXuxn https://t.co/QQ0wYRIVAG"
194,O_Helenka,0,0,0,0,"The #climatecrisis is already affecting production patterns. But the question shouldn’t be where we grow our wine on a warmer planet. The question should be how can current and future wine production mitigate #climatechange and regenerate soil health.

https://t.co/lGDoZYa37S"
195,That_Cho,0,0,0,0,"@sheetmaskbabe I love a good martini. 

This is called Fleur de Lis. Prairie Vodka, St Germain and sparkling wine!"
196,bIeedingscarlet,0,0,1,0,"ㅤ
ㅤ️️

sits in the middle of dead corpses, a bloody mouth pressed against a glass of sparkling wine. 

ㅤ️️"
197,teamdb,0,0,1,0,"As Austrian sparkling wine continues to gain recognition in international competitions, there are plenty of reasons to raise a glass.

https://t.co/NW598xLNBZ"
198,kaeyatweet,0,0,1,0,Sparkling wine is a specialty of Mondstadt. Mix it with three parts Dandelion Wine and the bitterness disappears completely. This concoction is known as 'Death After Noon.' Delectable.
199,evilscuderia,0,0,1,0,the amount of people on this app who are convinced ferrari (as in scuderia ferrari) make the sparkling wine they use for the podium celebrations💀
200,PhilippBohn,0,0,0,0,"🍾Foils, heavy bottles, etc. served as quality indicators of (sparkling) wine for too long.

For a more sustainable future, we need to transition to lighter bottles, recycling, alternative containers and more innovation.

Interview with @VDP_Estates [🇩🇪] https://t.co/usgzy1s12F https://t.co/LgZRGRmDQ7"
201,WineEnthusiast,0,0,0,0,"From fortified reds to sparkling whites, here is what you need to know about chilling your wine 🍷. https://t.co/pt4e5pm54E"
202,SoilsAlliance,0,0,1,0,"Chalky #soils and a hotter climate☀️are leading French🇫🇷 winemakers🍷to purchase land in Kent to produce sparkling wine

The chalky #soils in Britain🇬🇧are seen as similar to those in the Champagne region of France

👇
https://t.co/2atrSsV8qr"
203,jimmysgyros,0,2,0,0,"Champagne instead of white wine for cooking?
Champagne or sparkling whites are a delicious and decadent substitute, and the bubbles will cook off along the way. 

For something in between, consider a bottle of lightly colored rosé, a very lovely light substitute for white wine."
204,TheFairhurst,0,0,0,0,"It's only Halloween if it's from the Halloween region of France, otherwise it's just sparkling fright wine"
205,JustinPSaunder,0,0,1,0,"A sparkling wine is also available, produced by the traditional method of bottle fermentation, resulting in a dry, yet full-flavoured fizz."
206,Phetha_G,0,0,1,0,"Please don't quit, your sparkling wine is so lovely https://t.co/aoypjiT361"
207,Raymond35182623,0,0,0,0,"@n0soult0sell @_Pammy_DS_ Yes, knowing you can create love,is positive because of you,and the way you shine like wine and sparkle like a diamond,.. motivation is me loving and caring for that sparkling diamond, for my eyes only,and my body to love."
208,DailyKaeya,0,0,1,0,Sparkling wine is a specialty of Mondstadt. Mix it with three parts Dandelion wine and the bitterness disappears completely. This concoction is known as 'Death after Noon.' Delectable.
209,ThatDaengSauce,0,1,0,0,"Spent the weekend makin' these guys. Left is our White Wine #Mustard มัสตาร์ดไวน์ขาว บดหยาบ except we added ghost chilies to it! 😛On the right, we aged this black garlic mustard for over 2 yrs &amp; finished it w/sweet white wine,sparkling wine, &amp; balsamic reduction. #limitededition https://t.co/rLr6g768jX"
210,winemenora,0,0,0,0,A great everyday SPARKLING! . Wine from Member's Mark via Vivino: https://t.co/fyfL9Q6DUa https://t.co/wXBERFZTId
211,peter_king,1,0,0,0,"I am 65. Coffee (Italian Roast) ends early afternoon. One glass of red wine with dinner, then it's sparkling water.
So when I go to bed by 3:30, I can sleep instead of getting the fast heartbeat.
Column is fun. Some stuff about the kid Kyle Shanahan's sister used to babysit for. https://t.co/fz29sFRBI9"
212,junisreading,0,0,1,0,"a negroni spagliato only requires the gin to be traded for sparkling wine, usually brut, so if someone specifies it as a prosecco or champagne, they’re not being dumb, they’re being selective for the type of wine they prefer with their drink"
213,junisreading,0,0,2,0,"fucking americans thinking all sparkling wine is the same istg

emma darcy could’ve said champagne, which is also wrongfully used as a synonym for sparkling wine but it actually refers to french produced varieties under STRICT rules and in a SPECIFIC region"
214,junisreading,0,1,0,0,to all the bartenders and snobby people out there saying you don’t need to specify the prosecco part when talking about a negroni sbagliato: prosecco is NOT a synonym for sparkling white wine and if you want an specific type of italian bubbly you should definitely say it so
